"","associated_gene","Human (Adult)","Human (Adult)_Detected_Num_Isoseq","Human (Adult)_Known_Num_Gencode","Human (Adult)_Normalised","Human (Fetal)","Human (Fetal)_Detected_Num_Isoseq","Human (Fetal)_Known_Num_Gencode","Human (Fetal)_Normalised","Detected","isoseq_comparison_Human (Adult)vsHuman (Fetal)","isoseq_comparison_Human (Fetal)vsHuman (Adult)","isoseq_comparison_normalisedHuman (Adult)vsHuman (Fetal)","isoseq_comparison_normalisedHuman (Fetal)vsHuman (Adult)","isoseq_comparison_diff"
"22039","ARMCX4","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"22040","ARMCX5","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",3,6,0.5,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22041","ARMCX5-GPRASP2","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",1,11,0.0909090909090909,"Both",2,0.5,2,0.5,1
"22042","ARMCX6","Human (Adult)",1,8,0.125,"Human (Fetal)",3,8,0.375,"Both",0.333333333333333,3,0.333333333333333,3,2
"22046","ARMH3","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22047","ARMH4","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22049","ARMT1","Human (Adult)",3,4,0.75,"Human (Fetal)",1,4,0.25,"Both",3,0.333333333333333,3,0.333333333333333,2
"22050","ARNT","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"22051","ARNT2","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"22052","ARNTL","Human (Adult)",4,21,0.19047619047619,"Human (Fetal)",2,21,0.0952380952380952,"Both",2,0.5,2,0.5,2
"22055","ARPC1A","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22056","ARPC1B","Human (Adult)",1,22,0.0454545454545455,"Human (Fetal)",1,22,0.0454545454545455,"Both",1,1,1,1,0
"22057","ARPC2","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",2,18,0.111111111111111,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22058","ARPC3","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"22062","ARPC4","Human (Adult)",2,8,0.25,"Human (Fetal)",3,8,0.375,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22064","ARPC5","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22065","ARPC5L","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22067","ARPIN-AP3S2","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"22068","ARPP19","Human (Adult)",5,13,0.384615384615385,"Human (Fetal)",3,13,0.230769230769231,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"22069","ARPP21","Human (Adult)",9,35,0.257142857142857,"Human (Fetal)",8,35,0.228571428571429,"Both",1.125,0.888888888888889,1.125,0.888888888888889,1
"22072","ARRB1","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",2,12,0.166666666666667,"Both",1,1,1,1,0
"22073","ARRB2","Human (Adult)",7,20,0.35,"Human (Fetal)",5,20,0.25,"Both",1.4,0.714285714285714,1.4,0.714285714285714,2
"22074","ARRDC1","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"22075","ARRDC1-AS1","Human (Adult)",2,5,0.4,"Human (Fetal)",2,5,0.4,"Both",1,1,1,1,0
"22079","ARRDC4","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22081","ARSA","Human (Adult)",4,8,0.5,"Human (Fetal)",1,8,0.125,"Both",4,0.25,4,0.25,3
"22094","ARSK","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22102","ARV1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"22103","ARVCF","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"22106","ASAH1","Human (Adult)",5,69,0.072463768115942,"Human (Fetal)",2,69,0.0289855072463768,"Both",2.5,0.4,2.5,0.4,3
"22108","ASAH2B","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"22109","ASAP1","Human (Adult)",2,16,0.125,"Human (Fetal)",1,16,0.0625,"Both",2,0.5,2,0.5,1
"22111","ASAP2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22125","ASB3","Human (Adult)",4,17,0.235294117647059,"Human (Fetal)",3,17,0.176470588235294,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"22128","ASB6","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",2,3,0.666666666666667,"Both",1,1,1,1,0
"22129","ASB7","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"22130","ASB8","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",1,18,0.0555555555555556,"Both",1,1,1,1,0
"22133","ASCC1","Human (Adult)",3,19,0.157894736842105,"Human (Fetal)",3,19,0.157894736842105,"Both",1,1,1,1,0
"22134","ASCC2","Human (Adult)",2,23,0.0869565217391304,"Human (Fetal)",5,23,0.217391304347826,"Both",0.4,2.5,0.4,2.5,3
"22136","ASCL1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22142","ASF1A","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22149","ASH2L","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"22153","ASIC1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"22156","ASIC4","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"22162","ASMTL","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"22164","ASNA1","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22165","ASNS","Human (Adult)",3,17,0.176470588235294,"Human (Fetal)",2,17,0.117647058823529,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22166","ASNSD1","Human (Adult)",2,4,0.5,"Human (Fetal)",2,4,0.5,"Both",1,1,1,1,0
"22174","ASPH","Human (Adult)",9,30,0.3,"Human (Fetal)",4,30,0.133333333333333,"Both",2.25,0.444444444444444,2.25,0.444444444444444,5
"22175","ASPHD1","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",1,1,1,1,0
"22176","ASPHD2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22180","ASPSCR1","Human (Adult)",3,21,0.142857142857143,"Human (Fetal)",1,21,0.0476190476190476,"Both",3,0.333333333333333,3,0.333333333333333,2
"22181","ASRGL1","Human (Adult)",6,11,0.545454545454545,"Human (Fetal)",6,11,0.545454545454545,"Both",1,1,1,1,0
"22194","ASTE1","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"22196","ASTN1","Human (Adult)",2,5,0.4,"Human (Fetal)",3,5,0.6,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22197","ASTN2","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"22203","ATAD1","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",3,3,1,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22206","ATAD3A","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"22207","ATAD3B","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22209","ATAD5","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22210","ATAT1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"22211","ATCAY","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22212","ATE1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",2,9,0.222222222222222,"Both",0.5,2,0.5,2,1
"22216","ATF2","Human (Adult)",1,21,0.0476190476190476,"Human (Fetal)",4,21,0.19047619047619,"Both",0.25,4,0.25,4,3
"22218","ATF4","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"22223","ATF5","Human (Adult)",3,5,0.6,"Human (Fetal)",1,5,0.2,"Both",3,0.333333333333333,3,0.333333333333333,2
"22224","ATF6","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22233","ATG101","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"22234","ATG12","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"22236","ATG13","Human (Adult)",7,30,0.233333333333333,"Human (Fetal)",7,30,0.233333333333333,"Both",1,1,1,1,0
"22238","ATG16L1","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",2,18,0.111111111111111,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22240","ATG2A","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22242","ATG3","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",2,9,0.222222222222222,"Both",0.5,2,0.5,2,1
"22246","ATG4B","Human (Adult)",2,26,0.0769230769230769,"Human (Fetal)",3,26,0.115384615384615,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22247","ATG4C","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"22248","ATG4D","Human (Adult)",4,12,0.333333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",2,0.5,2,0.5,2
"22249","ATG5","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"22250","ATG7","Human (Adult)",3,24,0.125,"Human (Fetal)",1,24,0.0416666666666667,"Both",3,0.333333333333333,3,0.333333333333333,2
"22251","ATG9A","Human (Adult)",4,21,0.19047619047619,"Human (Fetal)",2,21,0.0952380952380952,"Both",2,0.5,2,0.5,2
"22252","ATG9B","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"22253","ATIC","Human (Adult)",3,14,0.214285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",3,0.333333333333333,3,0.333333333333333,2
"22254","ATL1","Human (Adult)",3,10,0.3,"Human (Fetal)",2,10,0.2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22255","ATL2","Human (Adult)",2,18,0.111111111111111,"Human (Fetal)",1,18,0.0555555555555556,"Both",2,0.5,2,0.5,1
"22258","ATMIN","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22259","ATN1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"22262","ATOH8","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22263","ATOX1","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",2,7,0.285714285714286,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22273","ATP13A1","Human (Adult)",5,15,0.333333333333333,"Human (Fetal)",8,15,0.533333333333333,"Both",0.625,1.6,0.625,1.6,3
"22274","ATP13A2","Human (Adult)",13,15,0.866666666666667,"Human (Fetal)",6,15,0.4,"Both",2.16666666666667,0.461538461538462,2.16666666666667,0.461538461538462,7
"22280","ATP1A1","Human (Adult)",5,11,0.454545454545455,"Human (Fetal)",4,11,0.363636363636364,"Both",1.25,0.8,1.25,0.8,1
"22282","ATP1A2","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"22283","ATP1A3","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",3,14,0.214285714285714,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22285","ATP1B1","Human (Adult)",5,3,1.66666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",5,0.2,5,0.2,4
"22287","ATP1B2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"22288","ATP1B3","Human (Adult)",4,10,0.4,"Human (Fetal)",1,10,0.1,"Both",4,0.25,4,0.25,3
"22295","ATP2A2","Human (Adult)",3,12,0.25,"Human (Fetal)",1,12,0.0833333333333333,"Both",3,0.333333333333333,3,0.333333333333333,2
"22297","ATP2B1","Human (Adult)",7,11,0.636363636363636,"Human (Fetal)",2,11,0.181818181818182,"Both",3.5,0.285714285714286,3.5,0.285714285714286,5
"22299","ATP2B2","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",1,14,0.0714285714285714,"Both",4,0.25,4,0.25,3
"22304","ATP2C1","Human (Adult)",5,24,0.208333333333333,"Human (Fetal)",5,24,0.208333333333333,"Both",1,1,1,1,0
"22309","ATP5F1A","Human (Adult)",3,20,0.15,"Human (Fetal)",3,20,0.15,"Both",1,1,1,1,0
"22317","ATP5F1B","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",4,11,0.363636363636364,"Both",0.5,2,0.5,2,2
"22319","ATP5F1C","Human (Adult)",4,10,0.4,"Human (Fetal)",2,10,0.2,"Both",2,0.5,2,0.5,2
"22321","ATP5F1D","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",2,9,0.222222222222222,"Both",1,1,1,1,0
"22322","ATP5F1E","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22325","ATP5IF1","Human (Adult)",2,4,0.5,"Human (Fetal)",2,4,0.5,"Both",1,1,1,1,0
"22326","ATP5MC1","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"22334","ATP5MC2","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"22338","ATP5MC3","Human (Adult)",3,5,0.6,"Human (Fetal)",1,5,0.2,"Both",3,0.333333333333333,3,0.333333333333333,2
"22339","ATP5MD","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"22341","ATP5ME","Human (Adult)",2,5,0.4,"Human (Fetal)",3,5,0.6,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22342","ATP5MF","Human (Adult)",3,12,0.25,"Human (Fetal)",3,12,0.25,"Both",1,1,1,1,0
"22349","ATP5MG","Human (Adult)",1,8,0.125,"Human (Fetal)",2,8,0.25,"Both",0.5,2,0.5,2,1
"22357","ATP5MPL","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",0.5,2,0.5,2,1
"22358","ATP5PB","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"22366","ATP5PD","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"22371","ATP5PF","Human (Adult)",3,8,0.375,"Human (Fetal)",1,8,0.125,"Both",3,0.333333333333333,3,0.333333333333333,2
"22373","ATP5PO","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"22374","ATP6AP1","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"22376","ATP6AP2","Human (Adult)",4,33,0.121212121212121,"Human (Fetal)",4,33,0.121212121212121,"Both",1,1,1,1,0
"22377","ATP6V0A1","Human (Adult)",6,25,0.24,"Human (Fetal)",6,25,0.24,"Both",1,1,1,1,0
"22378","ATP6V0A2","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"22380","ATP6V0B","Human (Adult)",4,13,0.307692307692308,"Human (Fetal)",3,13,0.230769230769231,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"22381","ATP6V0C","Human (Adult)",3,4,0.75,"Human (Fetal)",1,4,0.25,"Both",3,0.333333333333333,3,0.333333333333333,2
"22386","ATP6V0D1","Human (Adult)",4,18,0.222222222222222,"Human (Fetal)",1,18,0.0555555555555556,"Both",4,0.25,4,0.25,3
"22388","ATP6V0E1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"22393","ATP6V0E2","Human (Adult)",3,14,0.214285714285714,"Human (Fetal)",2,14,0.142857142857143,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22395","ATP6V1A","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"22398","ATP6V1B2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",3,6,0.5,"Both",0.333333333333333,3,0.333333333333333,3,2
"22399","ATP6V1C1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22401","ATP6V1D","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",1,14,0.0714285714285714,"Both",2,0.5,2,0.5,1
"22402","ATP6V1E1","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"22404","ATP6V1E2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22405","ATP6V1F","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22407","ATP6V1G1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22416","ATP6V1H","Human (Adult)",6,19,0.315789473684211,"Human (Fetal)",6,19,0.315789473684211,"Both",1,1,1,1,0
"22428","ATP9A","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22429","ATP9B","Human (Adult)",1,26,0.0384615384615385,"Human (Fetal)",1,26,0.0384615384615385,"Both",1,1,1,1,0
"22430","ATPAF1","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",4,14,0.285714285714286,"Both",1,1,1,1,0
"22431","ATPAF2","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"22434","ATRAID","Human (Adult)",3,8,0.375,"Human (Fetal)",2,8,0.25,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22435","ATRIP","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"22438","ATRX","Human (Adult)",6,24,0.25,"Human (Fetal)",8,24,0.333333333333333,"Both",0.75,1.33333333333333,0.75,1.33333333333333,2
"22440","ATXN10","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"22442","ATXN2","Human (Adult)",2,35,0.0571428571428571,"Human (Fetal)",3,35,0.0857142857142857,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22444","ATXN2L","Human (Adult)",4,26,0.153846153846154,"Human (Fetal)",3,26,0.115384615384615,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"22445","ATXN3","Human (Adult)",2,57,0.0350877192982456,"Human (Fetal)",2,57,0.0350877192982456,"Both",1,1,1,1,0
"22448","ATXN7L1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"22449","ATXN7L2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",4,6,0.666666666666667,"Both",0.25,4,0.25,4,3
"22450","ATXN7L3","Human (Adult)",3,12,0.25,"Human (Fetal)",2,12,0.166666666666667,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"22453","AUH","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22455","AUP1","Human (Adult)",6,8,0.75,"Human (Fetal)",8,8,1,"Both",0.75,1.33333333333333,0.75,1.33333333333333,2
"22457","AURKAIP1","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",4,0.25,4,0.25,3
"22468","AVPI1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22475","AXIN1","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"22481","AZI2","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",1,1,1,1,0
"22482","AZIN1","Human (Adult)",2,10,0.2,"Human (Fetal)",3,10,0.3,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22484","AZIN2","Human (Adult)",7,21,0.333333333333333,"Human (Fetal)",1,21,0.0476190476190476,"Both",7,0.142857142857143,7,0.142857142857143,6
"22487","B2M","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",1,14,0.0714285714285714,"Both",2,0.5,2,0.5,1
"22488","B3GALNT1","Human (Adult)",2,51,0.0392156862745098,"Human (Fetal)",5,51,0.0980392156862745,"Both",0.4,2.5,0.4,2.5,3
"22493","B3GALT2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22498","B3GAT1","Human (Adult)",4,5,0.8,"Human (Fetal)",2,5,0.4,"Both",2,0.5,2,0.5,2
"22500","B3GAT3","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"22502","B3GLCT","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22504","B3GNT2","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22516","B4GALNT1","Human (Adult)",9,16,0.5625,"Human (Fetal)",5,16,0.3125,"Both",1.8,0.555555555555556,1.8,0.555555555555556,4
"22520","B4GALNT4","Human (Adult)",2,5,0.4,"Human (Fetal)",3,5,0.6,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22523","B4GALT2","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"22524","B4GALT3","Human (Adult)",3,13,0.230769230769231,"Human (Fetal)",5,13,0.384615384615385,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"22525","B4GALT4","Human (Adult)",1,20,0.05,"Human (Fetal)",1,20,0.05,"Both",1,1,1,1,0
"22529","B4GALT7","Human (Adult)",3,8,0.375,"Human (Fetal)",3,8,0.375,"Both",1,1,1,1,0
"22530","B4GAT1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"22533","BAALC","Human (Adult)",7,9,0.777777777777778,"Human (Fetal)",2,9,0.222222222222222,"Both",3.5,0.285714285714286,3.5,0.285714285714286,5
"22537","BABAM1","Human (Adult)",9,18,0.5,"Human (Fetal)",4,18,0.222222222222222,"Both",2.25,0.444444444444444,2.25,0.444444444444444,5
"22538","BABAM2","Human (Adult)",4,11,0.363636363636364,"Human (Fetal)",2,11,0.181818181818182,"Both",2,0.5,2,0.5,2
"22549","BAD","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"22550","BAG1","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"22552","BAG3","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22553","BAG4","Human (Adult)",2,4,0.5,"Human (Fetal)",2,4,0.5,"Both",1,1,1,1,0
"22554","BAG5","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"22555","BAG6","Human (Adult)",2,29,0.0689655172413793,"Human (Fetal)",1,29,0.0344827586206897,"Both",2,0.5,2,0.5,1
"22558","BAHD1","Human (Adult)",1,4,0.25,"Human (Fetal)",2,4,0.5,"Both",0.5,2,0.5,2,1
"22559","BAIAP2","Human (Adult)",6,30,0.2,"Human (Fetal)",5,30,0.166666666666667,"Both",1.2,0.833333333333333,1.2,0.833333333333333,1
"22560","BAIAP2-DT","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"22564","BAK1","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",2,3,0.666666666666667,"Both",1,1,1,1,0
"22569","BANF1","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"22577","BANP","Human (Adult)",1,27,0.037037037037037,"Human (Fetal)",4,27,0.148148148148148,"Both",0.25,4,0.25,4,3
"22578","BAP1","Human (Adult)",4,11,0.363636363636364,"Human (Fetal)",2,11,0.181818181818182,"Both",2,0.5,2,0.5,2
"22579","BARD1","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",1,15,0.0666666666666667,"Both",1,1,1,1,0
"22585","BASP1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22591","BAX","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"22593","BAZ1B","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22594","BAZ2A","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"22595","BAZ2B","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",8,18,0.444444444444444,"Both",0.375,2.66666666666667,0.375,2.66666666666667,5
"22596","BBC3","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"22597","BBIP1","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",2,15,0.133333333333333,"Both",0.5,2,0.5,2,1
"22602","BBS1","Human (Adult)",2,25,0.08,"Human (Fetal)",1,25,0.04,"Both",2,0.5,2,0.5,1
"22604","BBS12","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"22605","BBS2","Human (Adult)",2,21,0.0952380952380952,"Human (Fetal)",3,21,0.142857142857143,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"22606","BBS4","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",1,18,0.0555555555555556,"Both",1,1,1,1,0
"22608","BBS7","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
