"","associated_gene","Human (Adult)","Human (Adult)_Detected_Num_Isoseq","Human (Adult)_Known_Num_Gencode","Human (Adult)_Normalised","Human (Fetal)","Human (Fetal)_Detected_Num_Isoseq","Human (Fetal)_Known_Num_Gencode","Human (Fetal)_Normalised","Detected","isoseq_comparison_Human (Adult)vsHuman (Fetal)","isoseq_comparison_Human (Fetal)vsHuman (Adult)","isoseq_comparison_normalisedHuman (Adult)vsHuman (Fetal)","isoseq_comparison_normalisedHuman (Fetal)vsHuman (Adult)","isoseq_comparison_diff"
"29305","FNIP2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"29306","FNTA","Human (Adult)",3,14,0.214285714285714,"Human (Fetal)",4,14,0.285714285714286,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"29308","FNTB","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"29313","FO393400.1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"29339","FOCAD","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"29346","FOPNL","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",4,9,0.444444444444444,"Both",0.25,4,0.25,4,3
"29347","FOS","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"29377","FOXG1","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"29383","FOXJ1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29385","FOXJ3","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"29387","FOXK2","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"29393","FOXN2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"29394","FOXN3","Human (Adult)",2,19,0.105263157894737,"Human (Fetal)",2,19,0.105263157894737,"Both",1,1,1,1,0
"29401","FOXO3","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",2,3,0.666666666666667,"Both",1,1,1,1,0
"29402","FOXO3B","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"29405","FOXP1","Human (Adult)",10,76,0.131578947368421,"Human (Fetal)",4,76,0.0526315789473684,"Both",2.5,0.4,2.5,0.4,6
"29408","FOXP2","Human (Adult)",1,27,0.037037037037037,"Human (Fetal)",1,27,0.037037037037037,"Both",1,1,1,1,0
"29415","FOXRED1","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",2,18,0.111111111111111,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"29454","FP565260.1","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"29474","FPGS","Human (Adult)",5,21,0.238095238095238,"Human (Fetal)",3,21,0.142857142857143,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"29475","FPGT","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"29480","FRA10AC1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"29482","FRAT1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"29483","FRAT2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29488","FRG1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"29490","FRG1BP","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29491","FRG1CP","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"29496","FRG1HP","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"29516","FRMD4A","Human (Adult)",1,21,0.0476190476190476,"Human (Fetal)",1,21,0.0476190476190476,"Both",1,1,1,1,0
"29523","FRMD8","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",2,9,0.222222222222222,"Both",1,1,1,1,0
"29530","FRMPD4","Human (Adult)",3,6,0.5,"Human (Fetal)",1,6,0.166666666666667,"Both",3,0.333333333333333,3,0.333333333333333,2
"29534","FRS2","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"29535","FRS3","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"29536","FRY","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",1,15,0.0666666666666667,"Both",2,0.5,2,0.5,1
"29538","FRYL","Human (Adult)",2,20,0.1,"Human (Fetal)",2,20,0.1,"Both",1,1,1,1,0
"29539","FRZB","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29542","FSCN1","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"29546","FSD1","Human (Adult)",3,10,0.3,"Human (Fetal)",4,10,0.4,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"29556","FSTL1","Human (Adult)",1,10,0.1,"Human (Fetal)",2,10,0.2,"Both",0.5,2,0.5,2,1
"29557","FSTL3","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",1,7,0.142857142857143,"Both",3,0.333333333333333,3,0.333333333333333,2
"29559","FSTL5","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"29564","FTH1","Human (Adult)",5,12,0.416666666666667,"Human (Fetal)",3,12,0.25,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"29591","FTL","Human (Adult)",3,1,3,"Human (Fetal)",3,1,3,"Both",1,1,1,1,0
"29609","FTO","Human (Adult)",1,23,0.0434782608695652,"Human (Fetal)",1,23,0.0434782608695652,"Both",1,1,1,1,0
"29611","FTSJ1","Human (Adult)",3,13,0.230769230769231,"Human (Fetal)",3,13,0.230769230769231,"Both",1,1,1,1,0
"29612","FTSJ3","Human (Adult)",1,16,0.0625,"Human (Fetal)",1,16,0.0625,"Both",1,1,1,1,0
"29613","FTX","Human (Adult)",2,72,0.0277777777777778,"Human (Fetal)",4,72,0.0555555555555556,"Both",0.5,2,0.5,2,2
"29614","FUBP1","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",3,13,0.230769230769231,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"29615","FUBP3","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",4,7,0.571428571428571,"Both",0.5,2,0.5,2,2
"29616","FUCA1","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"29618","FUCA2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",3,3,1,"Both",0.333333333333333,3,0.333333333333333,3,2
"29619","FUNDC1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"29620","FUNDC2","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"29626","FURIN","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"29627","FUS","Human (Adult)",5,13,0.384615384615385,"Human (Fetal)",4,13,0.307692307692308,"Both",1.25,0.8,1.25,0.8,1
"29637","FUT8","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",2,15,0.133333333333333,"Both",0.5,2,0.5,2,1
"29640","FUZ","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",2,18,0.111111111111111,"Both",0.5,2,0.5,2,1
"29644","FXR1","Human (Adult)",3,22,0.136363636363636,"Human (Fetal)",2,22,0.0909090909090909,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"29645","FXR2","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"29651","FXYD6","Human (Adult)",5,17,0.294117647058824,"Human (Fetal)",5,17,0.294117647058824,"Both",1,1,1,1,0
"29656","FXYD7","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"29660","FYN","Human (Adult)",4,29,0.137931034482759,"Human (Fetal)",1,29,0.0344827586206897,"Both",4,0.25,4,0.25,3
"29661","FYTTD1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",2,9,0.222222222222222,"Both",0.5,2,0.5,2,1
"29667","FZD3","Human (Adult)",1,4,0.25,"Human (Fetal)",2,4,0.5,"Both",0.5,2,0.5,2,1
"29674","FZR1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"29678","G3BP1","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",3,14,0.214285714285714,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"29679","G3BP2","Human (Adult)",8,19,0.421052631578947,"Human (Fetal)",6,19,0.315789473684211,"Both",1.33333333333333,0.75,1.33333333333333,0.75,2
"29682","G6PC3","Human (Adult)",3,8,0.375,"Human (Fetal)",1,8,0.125,"Both",3,0.333333333333333,3,0.333333333333333,2
"29683","G6PD","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"29684","GAA","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",2,9,0.222222222222222,"Both",1,1,1,1,0
"29689","GABARAP","Human (Adult)",3,6,0.5,"Human (Fetal)",1,6,0.166666666666667,"Both",3,0.333333333333333,3,0.333333333333333,2
"29690","GABARAPL1","Human (Adult)",3,19,0.157894736842105,"Human (Fetal)",2,19,0.105263157894737,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"29691","GABARAPL2","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"29693","GABBR1","Human (Adult)",2,20,0.1,"Human (Fetal)",1,20,0.05,"Both",2,0.5,2,0.5,1
"29697","GABPB1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"29698","GABPB1-AS1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"29701","GABRA1","Human (Adult)",4,20,0.2,"Human (Fetal)",2,20,0.1,"Both",2,0.5,2,0.5,2
"29702","GABRA2","Human (Adult)",3,16,0.1875,"Human (Fetal)",2,16,0.125,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"29705","GABRA5","Human (Adult)",5,11,0.454545454545455,"Human (Fetal)",1,11,0.0909090909090909,"Both",5,0.2,5,0.2,4
"29707","GABRB1","Human (Adult)",6,5,1.2,"Human (Fetal)",1,5,0.2,"Both",6,0.166666666666667,6,0.166666666666667,5
"29709","GABRB3","Human (Adult)",1,26,0.0384615384615385,"Human (Fetal)",2,26,0.0769230769230769,"Both",0.5,2,0.5,2,1
"29712","GABRG1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29713","GABRG2","Human (Adult)",2,29,0.0689655172413793,"Human (Fetal)",2,29,0.0689655172413793,"Both",1,1,1,1,0
"29724","GAD1","Human (Adult)",2,17,0.117647058823529,"Human (Fetal)",2,17,0.117647058823529,"Both",1,1,1,1,0
"29726","GADD45A","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"29728","GADD45G","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"29729","GADD45GIP1","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"29744","GAK","Human (Adult)",4,23,0.173913043478261,"Human (Fetal)",2,23,0.0869565217391304,"Both",2,0.5,2,0.5,2
"29748","GAL3ST3","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"29750","GALC","Human (Adult)",1,16,0.0625,"Human (Fetal)",1,16,0.0625,"Both",1,1,1,1,0
"29751","GALE","Human (Adult)",2,16,0.125,"Human (Fetal)",3,16,0.1875,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"29753","GALK2","Human (Adult)",3,22,0.136363636363636,"Human (Fetal)",1,22,0.0454545454545455,"Both",3,0.333333333333333,3,0.333333333333333,2
"29755","GALNS","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"29756","GALNT1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"29758","GALNT11","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",4,13,0.307692307692308,"Both",0.5,2,0.5,2,2
"29764","GALNT17","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"29765","GALNT18","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"29766","GALNT2","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"29772","GALNT8","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"29781","GALT","Human (Adult)",3,29,0.103448275862069,"Human (Fetal)",4,29,0.137931034482759,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"29782","GAMT","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"29785","GANAB","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"29787","GAP43","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"29788","GAPDH","Human (Adult)",5,11,0.454545454545455,"Human (Fetal)",3,11,0.272727272727273,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"29836","GAPDHP62","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29840","GAPDHP66","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29854","GAPVD1","Human (Adult)",1,20,0.05,"Human (Fetal)",2,20,0.1,"Both",0.5,2,0.5,2,1
"29856","GAREM1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"29858","GARNL3","Human (Adult)",3,22,0.136363636363636,"Human (Fetal)",3,22,0.136363636363636,"Both",1,1,1,1,0
"29860","GARS-DT","Human (Adult)",1,42,0.0238095238095238,"Human (Fetal)",2,42,0.0476190476190476,"Both",0.5,2,0.5,2,1
"29862","GART","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",3,18,0.166666666666667,"Both",1,1,1,1,0
"29866","GAS2L1","Human (Adult)",9,10,0.9,"Human (Fetal)",3,10,0.3,"Both",3,0.333333333333333,3,0.333333333333333,6
"29871","GAS5","Human (Adult)",2,31,0.0645161290322581,"Human (Fetal)",6,31,0.193548387096774,"Both",0.333333333333333,3,0.333333333333333,3,4
"29873","GAS6","Human (Adult)",5,5,1,"Human (Fetal)",1,5,0.2,"Both",5,0.2,5,0.2,4
"29876","GAS8","Human (Adult)",4,20,0.2,"Human (Fetal)",1,20,0.05,"Both",4,0.25,4,0.25,3
"29891","GATAD1","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"29894","GATB","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",2,14,0.142857142857143,"Both",1,1,1,1,0
"29898","GATD3B","Human (Adult)",4,11,0.363636363636364,"Human (Fetal)",3,11,0.272727272727273,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"29899","GATM","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"29901","GBA","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",2,14,0.142857142857143,"Both",0.5,2,0.5,2,1
"29902","GBA2","Human (Adult)",5,8,0.625,"Human (Fetal)",3,8,0.375,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"29906","GBF1","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"29919","GCA","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"29920","GCAT","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",1,7,0.142857142857143,"Both",3,0.333333333333333,3,0.333333333333333,2
"29922","GCC2","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",1,13,0.0769230769230769,"Both",2,0.5,2,0.5,1
"29924","GCDH","Human (Adult)",1,16,0.0625,"Human (Fetal)",2,16,0.125,"Both",0.5,2,0.5,2,1
"29925","GCFC2","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"29930","GCK","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"29932","GCLC","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",1,1,1,1,0
"29933","GCLM","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"29936","GCN1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"29954","GCSH","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"29957","GCSHP3","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"29961","GDAP1","Human (Adult)",3,8,0.375,"Human (Fetal)",6,8,0.75,"Both",0.5,2,0.5,2,3
"29962","GDAP1L1","Human (Adult)",3,8,0.375,"Human (Fetal)",4,8,0.5,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"29964","GDE1","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"29976","GDI1","Human (Adult)",5,15,0.333333333333333,"Human (Fetal)",8,15,0.533333333333333,"Both",0.625,1.6,0.625,1.6,3
"29977","GDI2","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",3,9,0.333333333333333,"Both",1,1,1,1,0
"29983","GDPD2","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"29987","GDPD5","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"29990","GEMIN2","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"29993","GEMIN4","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"29994","GEMIN5","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"30003","GET4","Human (Adult)",4,7,0.571428571428571,"Human (Fetal)",2,7,0.285714285714286,"Both",2,0.5,2,0.5,2
"30004","GFAP","Human (Adult)",12,38,0.315789473684211,"Human (Fetal)",2,38,0.0526315789473684,"Both",6,0.166666666666667,6,0.166666666666667,10
"30005","GFER","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"30008","GFM1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"30009","GFM2","Human (Adult)",3,10,0.3,"Human (Fetal)",2,10,0.2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"30012","GFOD2","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"30013","GFPT1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"30014","GFPT2","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"30016","GFRA2","Human (Adult)",3,8,0.375,"Human (Fetal)",1,8,0.125,"Both",3,0.333333333333333,3,0.333333333333333,2
"30021","GGA1","Human (Adult)",5,23,0.217391304347826,"Human (Fetal)",5,23,0.217391304347826,"Both",1,1,1,1,0
"30022","GGA2","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",3,17,0.176470588235294,"Both",0.333333333333333,3,0.333333333333333,3,2
"30023","GGA3","Human (Adult)",1,24,0.0416666666666667,"Human (Fetal)",3,24,0.125,"Both",0.333333333333333,3,0.333333333333333,3,2
"30025","GGCT","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"30027","GGH","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"30030","GGNBP2","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",2,9,0.222222222222222,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"30031","GGPS1","Human (Adult)",2,8,0.25,"Human (Fetal)",3,8,0.375,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"30036","GGT5","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"30038","GGT7","Human (Adult)",2,4,0.5,"Human (Fetal)",4,4,1,"Both",0.5,2,0.5,2,2
"30049","GHDC","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"30051","GHITM","Human (Adult)",3,1,3,"Human (Fetal)",2,1,2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"30058","GID4","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"30059","GID8","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"30061","GIGYF2","Human (Adult)",1,46,0.0217391304347826,"Human (Fetal)",1,46,0.0217391304347826,"Both",1,1,1,1,0
"30074","GINM1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"30080","GIPC1","Human (Adult)",6,13,0.461538461538462,"Human (Fetal)",3,13,0.230769230769231,"Both",2,0.5,2,0.5,3
"30084","GIT1","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",1,15,0.0666666666666667,"Both",2,0.5,2,0.5,1
"30086","GJA1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"30090","GJA4","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"30115","GKAP1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"30120","GLB1","Human (Adult)",2,19,0.105263157894737,"Human (Fetal)",2,19,0.105263157894737,"Both",1,1,1,1,0
"30125","GLCE","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"30129","GLE1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"30130","GLG1","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",2,14,0.142857142857143,"Both",2,0.5,2,0.5,2
"30134","GLI4","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"30139","GLIPR2","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"30145","GLMN","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"30147","GLO1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"30148","GLOD4","Human (Adult)",4,19,0.210526315789474,"Human (Fetal)",1,19,0.0526315789473684,"Both",4,0.25,4,0.25,3
"30156","GLRB","Human (Adult)",5,7,0.714285714285714,"Human (Fetal)",1,7,0.142857142857143,"Both",5,0.2,5,0.2,4
"30157","GLRX","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"30158","GLRX2","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"30159","GLRX3","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",5,6,0.833333333333333,"Both",0.2,5,0.2,5,4
"30161","GLRX5","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"30167","GLT1D1","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",4,0.25,4,0.25,3
"30169","GLT8D1","Human (Adult)",3,15,0.2,"Human (Fetal)",5,15,0.333333333333333,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"30170","GLT8D2","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"30171","GLTP","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"30174","GLUD1","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"30180","GLUL","Human (Adult)",4,13,0.307692307692308,"Human (Fetal)",5,13,0.384615384615385,"Both",0.8,1.25,0.8,1.25,1
"30196","GLYR1","Human (Adult)",5,13,0.384615384615385,"Human (Fetal)",4,13,0.307692307692308,"Both",1.25,0.8,1.25,0.8,1
"30197","GM2A","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"30200","GMCL1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"30203","GMDS","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"30207","GMFB","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"30210","GMIP","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"30213","GMNN","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"30214","GMPPA","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",2,14,0.142857142857143,"Both",1,1,1,1,0
"30215","GMPPB","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"30217","GMPR2","Human (Adult)",4,31,0.129032258064516,"Human (Fetal)",2,31,0.0645161290322581,"Both",2,0.5,2,0.5,2
"30218","GMPS","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"30222","GNA13","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"30225","GNA15","Human (Adult)",3,3,1,"Human (Fetal)",1,3,0.333333333333333,"Both",3,0.333333333333333,3,0.333333333333333,2
"30226","GNAI1","Human (Adult)",1,32,0.03125,"Human (Fetal)",2,32,0.0625,"Both",0.5,2,0.5,2,1
"30227","GNAI2","Human (Adult)",3,12,0.25,"Human (Fetal)",3,12,0.25,"Both",1,1,1,1,0
